,time,species,protein,ribo_density,delta,charging_rate,codon,ecol_comp,rbs_rate
22660,200.0,ATA_uncharged,725.6666666666666,0.0,0.33333333333325754,50.0,0.7,0.56,100000.0
22661,200.0,TTT_charged,864.6666666666666,0.0,57.66666666666663,50.0,0.7,0.56,100000.0
22662,200.0,TTT_uncharged,885.3333333333334,0.0,-57.66666666666663,50.0,0.7,0.56,100000.0
22663,200.0,__cellularProtein_rbs,95.66666666666667,0.0,-0.6666666666666572,50.0,0.7,0.56,100000.0
22664,200.0,free ribosome,40.666666666666664,0.0,2.3333333333333286,50.0,0.7,0.56,100000.0
22665,200.0,cellularProtein,16182.666666666666,4.593333333333334,3285.666666666666,50.0,0.7,0.56,100000.0
22673,200.0,ATA_charged,62.0,0.0,10.666666666666664,100.0,0.7,0.56,100000.0
22674,200.0,ATA_uncharged,688.0,0.0,-10.666666666666629,100.0,0.7,0.56,100000.0
22675,200.0,TTT_charged,900.6666666666666,0.0,20.0,100.0,0.7,0.56,100000.0
22676,200.0,TTT_uncharged,849.3333333333334,0.0,-20.0,100.0,0.7,0.56,100000.0
22677,200.0,__cellularProtein_rbs,96.33333333333333,0.0,0.3333333333333286,100.0,0.7,0.56,100000.0
22678,200.0,free ribosome,76.33333333333333,0.0,-3.333333333333343,100.0,0.7,0.56,100000.0
22679,200.0,cellularProtein,31133.666666666668,4.236666666666667,6264.666666666668,100.0,0.7,0.56,100000.0
22687,200.0,ATA_charged,189.66666666666666,0.0,11.333333333333314,250.0,0.7,0.56,100000.0
22688,200.0,ATA_uncharged,560.3333333333334,0.0,-11.333333333333258,250.0,0.7,0.56,100000.0
22689,200.0,TTT_charged,1013.6666666666666,0.0,-33.33333333333337,250.0,0.7,0.56,100000.0
22690,200.0,TTT_uncharged,736.3333333333334,0.0,33.33333333333337,250.0,0.7,0.56,100000.0
22691,200.0,__cellularProtein_rbs,98.0,0.0,0.3333333333333286,250.0,0.7,0.56,100000.0
22692,200.0,free ribosome,168.0,0.0,-6.333333333333343,250.0,0.7,0.56,100000.0
22693,200.0,cellularProtein,65230.666666666664,3.3200000000000003,13085.666666666664,250.0,0.7,0.56,100000.0
22701,200.0,ATA_charged,359.0,0.0,0.6666666666666856,500.0,0.7,0.56,100000.0
22702,200.0,ATA_uncharged,391.0,0.0,-0.6666666666666856,500.0,0.7,0.56,100000.0
22703,200.0,TTT_charged,1207.0,0.0,-49.33333333333326,500.0,0.7,0.56,100000.0
22704,200.0,TTT_uncharged,543.0,0.0,49.333333333333314,500.0,0.7,0.56,100000.0
22705,200.0,__cellularProtein_rbs,98.66666666666667,0.0,0.6666666666666714,500.0,0.7,0.56,100000.0
22706,200.0,free ribosome,247.0,0.0,7.666666666666657,500.0,0.7,0.56,100000.0
22707,200.0,cellularProtein,92656.33333333333,2.53,18557.33333333333,500.0,0.7,0.56,100000.0
22715,200.0,ATA_charged,505.0,0.0,-12.0,1000.0,0.7,0.56,100000.0
22716,200.0,ATA_uncharged,245.0,0.0,12.0,1000.0,0.7,0.56,100000.0
22717,200.0,TTT_charged,1432.3333333333333,0.0,-19.333333333333485,1000.0,0.7,0.56,100000.0
22718,200.0,TTT_uncharged,317.6666666666667,0.0,19.33333333333337,1000.0,0.7,0.56,100000.0
22719,200.0,__cellularProtein_rbs,98.33333333333333,0.0,-0.3333333333333428,1000.0,0.7,0.56,100000.0
22720,200.0,free ribosome,260.6666666666667,0.0,-20.333333333333314,1000.0,0.7,0.56,100000.0
22721,200.0,cellularProtein,109656.66666666667,2.393333333333333,21953.333333333343,1000.0,0.7,0.56,100000.0
22729,200.0,ATA_charged,697.6666666666666,0.0,0.0,5000.0,0.7,0.56,100000.0
22730,200.0,ATA_uncharged,52.333333333333336,0.0,0.0,5000.0,0.7,0.56,100000.0
22731,200.0,TTT_charged,1692.6666666666667,0.0,4.6666666666667425,5000.0,0.7,0.56,100000.0
22732,200.0,TTT_uncharged,57.333333333333336,0.0,-4.666666666666664,5000.0,0.7,0.56,100000.0
22733,200.0,__cellularProtein_rbs,99.0,0.0,0.3333333333333286,5000.0,0.7,0.56,100000.0
22734,200.0,free ribosome,313.3333333333333,0.0,4.0,5000.0,0.7,0.56,100000.0
22735,200.0,cellularProtein,122898.0,1.8666666666666665,24624.66666666667,5000.0,0.7,0.56,100000.0
22743,200.0,ATA_charged,4.666666666666667,0.0,1.666666666666667,10.0,0.7,0.25,100000.0
22744,200.0,ATA_uncharged,745.3333333333334,0.0,-1.6666666666666288,10.0,0.7,0.25,100000.0
22745,200.0,TTT_charged,1477.0,0.0,0.33333333333325754,10.0,0.7,0.25,100000.0
22746,200.0,TTT_uncharged,273.0,0.0,-0.3333333333333144,10.0,0.7,0.25,100000.0
22747,200.0,__cellularProtein_rbs,91.0,0.0,-6.333333333333329,10.0,0.7,0.25,100000.0
22748,200.0,free ribosome,17.0,0.0,14.0,10.0,0.7,0.25,100000.0
22749,200.0,cellularProtein,1702.3333333333333,4.83,207.33333333333326,10.0,0.7,0.25,100000.0
22757,200.0,ATA_charged,26.666666666666668,0.0,-0.6666666666666643,50.0,0.7,0.25,100000.0
22758,200.0,ATA_uncharged,723.3333333333334,0.0,0.6666666666667425,50.0,0.7,0.25,100000.0
22759,200.0,TTT_charged,1510.6666666666667,0.0,3.333333333333485,50.0,0.7,0.25,100000.0
22760,200.0,TTT_uncharged,239.33333333333334,0.0,-3.3333333333333144,50.0,0.7,0.25,100000.0
22761,200.0,__cellularProtein_rbs,94.66666666666667,0.0,-2.3333333333333286,50.0,0.7,0.25,100000.0
22762,200.0,free ribosome,29.333333333333332,0.0,9.0,50.0,0.7,0.25,100000.0
22763,200.0,cellularProtein,9444.0,4.706666666666667,1934.666666666667,50.0,0.7,0.25,100000.0
22771,200.0,ATA_charged,54.666666666666664,0.0,4.666666666666664,100.0,0.7,0.25,100000.0
22772,200.0,ATA_uncharged,695.3333333333334,0.0,-4.666666666666629,100.0,0.7,0.25,100000.0
22773,200.0,TTT_charged,1511.6666666666667,0.0,-7.666666666666515,100.0,0.7,0.25,100000.0
22774,200.0,TTT_uncharged,238.33333333333334,0.0,7.666666666666686,100.0,0.7,0.25,100000.0
22775,200.0,__cellularProtein_rbs,97.33333333333333,0.0,0.0,100.0,0.7,0.25,100000.0
22776,200.0,free ribosome,52.333333333333336,0.0,8.0,100.0,0.7,0.25,100000.0
22777,200.0,cellularProtein,18378.666666666668,4.476666666666667,3726.666666666668,100.0,0.7,0.25,100000.0
22785,200.0,ATA_charged,127.66666666666667,0.0,-1.3333333333333286,250.0,0.7,0.25,100000.0
22786,200.0,ATA_uncharged,622.3333333333334,0.0,1.3333333333333712,250.0,0.7,0.25,100000.0
22787,200.0,TTT_charged,1539.6666666666667,0.0,-14.0,250.0,0.7,0.25,100000.0
22788,200.0,TTT_uncharged,210.33333333333334,0.0,14.0,250.0,0.7,0.25,100000.0
22789,200.0,__cellularProtein_rbs,97.33333333333333,0.0,0.0,250.0,0.7,0.25,100000.0
22790,200.0,free ribosome,89.0,0.0,-14.333333333333329,250.0,0.7,0.25,100000.0
22791,200.0,cellularProtein,40873.666666666664,4.11,8214.666666666664,250.0,0.7,0.25,100000.0
22799,200.0,ATA_charged,270.6666666666667,0.0,17.666666666666686,500.0,0.7,0.25,100000.0
22800,200.0,ATA_uncharged,479.3333333333333,0.0,-17.666666666666686,500.0,0.7,0.25,100000.0
22801,200.0,TTT_charged,1600.3333333333333,0.0,15.0,500.0,0.7,0.25,100000.0
22802,200.0,TTT_uncharged,149.66666666666666,0.0,-15.0,500.0,0.7,0.25,100000.0
22803,200.0,__cellularProtein_rbs,98.33333333333333,0.0,0.0,500.0,0.7,0.25,100000.0
22804,200.0,free ribosome,167.0,0.0,8.333333333333343,500.0,0.7,0.25,100000.0
22805,200.0,cellularProtein,65475.666666666664,3.33,13147.666666666664,500.0,0.7,0.25,100000.0
22813,200.0,ATA_charged,417.0,0.0,-4.666666666666686,1000.0,0.7,0.25,100000.0
22814,200.0,ATA_uncharged,333.0,0.0,4.666666666666686,1000.0,0.7,0.25,100000.0
22815,200.0,TTT_charged,1644.0,0.0,13.666666666666742,1000.0,0.7,0.25,100000.0
22816,200.0,TTT_uncharged,106.0,0.0,-13.666666666666671,1000.0,0.7,0.25,100000.0
22817,200.0,__cellularProtein_rbs,97.0,0.0,-2.0,1000.0,0.7,0.25,100000.0
22818,200.0,free ribosome,203.33333333333334,0.0,-11.666666666666657,1000.0,0.7,0.25,100000.0
22819,200.0,cellularProtein,87570.33333333333,2.966666666666667,17572.0,1000.0,0.7,0.25,100000.0
22827,200.0,ATA_charged,663.3333333333334,0.0,-2.3333333333332575,5000.0,0.7,0.25,100000.0
22828,200.0,ATA_uncharged,86.66666666666667,0.0,2.333333333333343,5000.0,0.7,0.25,100000.0
22829,200.0,TTT_charged,1717.0,0.0,-7.6666666666667425,5000.0,0.7,0.25,100000.0
22830,200.0,TTT_uncharged,33.0,0.0,7.666666666666668,5000.0,0.7,0.25,100000.0
22831,200.0,__cellularProtein_rbs,97.33333333333333,0.0,-1.3333333333333428,5000.0,0.7,0.25,100000.0
22832,200.0,free ribosome,266.0,0.0,-8.0,5000.0,0.7,0.25,100000.0
22833,200.0,cellularProtein,109360.66666666667,2.34,21886.333333333343,5000.0,0.7,0.25,100000.0
22841,200.0,ATA_charged,6.333333333333333,0.0,0.33333333333333304,10.0,0.7,0.09,100000.0
22842,200.0,ATA_uncharged,743.6666666666666,0.0,-0.33333333333337123,10.0,0.7,0.09,100000.0
22843,200.0,TTT_charged,1669.0,0.0,-11.333333333333258,10.0,0.7,0.09,100000.0
22844,200.0,TTT_uncharged,81.0,0.0,11.333333333333329,10.0,0.7,0.09,100000.0
22845,200.0,__cellularProtein_rbs,100.0,0.0,0.0,10.0,0.7,0.09,100000.0
22846,200.0,free ribosome,0.0,0.0,0.0,10.0,0.7,0.09,100000.0
22847,200.0,cellularProtein,1500.0,5.0,500.0,10.0,0.7,0.09,100000.0
22855,200.0,ATA_charged,22.666666666666668,0.0,-5.0,50.0,0.7,0.09,100000.0
22856,200.0,ATA_uncharged,727.3333333333334,0.0,5.0,50.0,0.7,0.09,100000.0
22857,200.0,TTT_charged,1671.3333333333333,0.0,2.666666666666515,50.0,0.7,0.09,100000.0
22858,200.0,TTT_uncharged,78.66666666666667,0.0,-2.666666666666657,50.0,0.7,0.09,100000.0
22859,200.0,__cellularProtein_rbs,96.0,0.0,0.3333333333333286,50.0,0.7,0.09,100000.0
22860,200.0,free ribosome,21.333333333333332,0.0,9.333333333333332,50.0,0.7,0.09,100000.0
22861,200.0,cellularProtein,7686.666666666667,4.786666666666666,1617.666666666667,50.0,0.7,0.09,100000.0
22869,200.0,ATA_charged,42.0,0.0,-15.333333333333336,100.0,0.7,0.09,100000.0
22870,200.0,ATA_uncharged,708.0,0.0,15.333333333333371,100.0,0.7,0.09,100000.0
22871,200.0,TTT_charged,1675.0,0.0,-2.3333333333332575,100.0,0.7,0.09,100000.0
22872,200.0,TTT_uncharged,75.0,0.0,2.3333333333333286,100.0,0.7,0.09,100000.0
22873,200.0,__cellularProtein_rbs,97.0,0.0,0.6666666666666714,100.0,0.7,0.09,100000.0
22874,200.0,free ribosome,32.333333333333336,0.0,-3.6666666666666643,100.0,0.7,0.09,100000.0
22875,200.0,cellularProtein,15121.666666666666,4.676666666666667,3066.0,100.0,0.7,0.09,100000.0
22883,200.0,ATA_charged,134.66666666666666,0.0,11.999999999999986,250.0,0.7,0.09,100000.0
22884,200.0,ATA_uncharged,615.3333333333334,0.0,-12.0,250.0,0.7,0.09,100000.0
22885,200.0,TTT_charged,1682.6666666666667,0.0,-5.0,250.0,0.7,0.09,100000.0
22886,200.0,TTT_uncharged,67.33333333333333,0.0,4.999999999999993,250.0,0.7,0.09,100000.0
22887,200.0,__cellularProtein_rbs,97.66666666666667,0.0,2.0,250.0,0.7,0.09,100000.0
22888,200.0,free ribosome,82.33333333333333,0.0,0.6666666666666572,250.0,0.7,0.09,100000.0
22889,200.0,cellularProtein,34007.0,4.176666666666667,6845.333333333332,250.0,0.7,0.09,100000.0
22897,200.0,ATA_charged,237.33333333333334,0.0,-6.0,500.0,0.7,0.09,100000.0
22898,200.0,ATA_uncharged,512.6666666666666,0.0,5.999999999999943,500.0,0.7,0.09,100000.0
22899,200.0,TTT_charged,1706.3333333333333,0.0,-2.0,500.0,0.7,0.09,100000.0
22900,200.0,TTT_uncharged,43.666666666666664,0.0,2.0,500.0,0.7,0.09,100000.0
22901,200.0,__cellularProtein_rbs,97.0,0.0,-0.6666666666666714,500.0,0.7,0.09,100000.0
22902,200.0,free ribosome,138.0,0.0,0.3333333333333428,500.0,0.7,0.09,100000.0
22903,200.0,cellularProtein,55849.666666666664,3.6199999999999997,11214.333333333328,500.0,0.7,0.09,100000.0
22911,200.0,ATA_charged,385.0,0.0,-16.0,1000.0,0.7,0.09,100000.0
22912,200.0,ATA_uncharged,365.0,0.0,16.0,1000.0,0.7,0.09,100000.0
22913,200.0,TTT_charged,1711.6666666666667,0.0,0.3333333333334849,1000.0,0.7,0.09,100000.0
22914,200.0,TTT_uncharged,38.333333333333336,0.0,-0.3333333333333286,1000.0,0.7,0.09,100000.0
22915,200.0,__cellularProtein_rbs,98.0,0.0,0.3333333333333286,1000.0,0.7,0.09,100000.0
22916,200.0,free ribosome,187.66666666666666,0.0,-3.0,1000.0,0.7,0.09,100000.0
22917,200.0,cellularProtein,77847.0,3.123333333333333,15590.666666666664,1000.0,0.7,0.09,100000.0
22925,200.0,ATA_charged,647.6666666666666,0.0,-11.333333333333371,5000.0,0.7,0.09,100000.0
22926,200.0,ATA_uncharged,102.33333333333333,0.0,11.333333333333329,5000.0,0.7,0.09,100000.0
22927,200.0,TTT_charged,1740.3333333333333,0.0,1.0,5000.0,0.7,0.09,100000.0
22928,200.0,TTT_uncharged,9.666666666666666,0.0,-1.0,5000.0,0.7,0.09,100000.0
22929,200.0,__cellularProtein_rbs,98.0,0.0,-0.6666666666666714,5000.0,0.7,0.09,100000.0
22930,200.0,free ribosome,253.33333333333334,0.0,5.333333333333343,5000.0,0.7,0.09,100000.0
22931,200.0,cellularProtein,102858.66666666667,2.466666666666667,20627.66666666667,5000.0,0.7,0.09,100000.0
22939,200.0,ATA_charged,653.6666666666666,0.0,-26.0,10.0,0.7,0.95,100000.0
22940,200.0,ATA_uncharged,96.33333333333333,0.0,26.0,10.0,0.7,0.95,100000.0
22941,200.0,TTT_charged,13.666666666666666,0.0,3.333333333333332,10.0,0.7,0.95,100000.0
22942,200.0,TTT_uncharged,1736.3333333333333,0.0,-3.333333333333485,10.0,0.7,0.95,100000.0
22943,200.0,__cellularProtein_rbs,99.66666666666667,0.0,5.333333333333343,10.0,0.7,0.95,100000.0
22944,200.0,free ribosome,0.0,0.0,-13.0,10.0,0.7,0.95,100000.0
22945,200.0,cellularProtein,3499.3333333333335,5.0,923.3333333333335,10.0,0.7,0.95,100000.0
22953,200.0,ATA_charged,650.0,0.0,-17.66666666666663,50.0,0.7,0.95,100000.0
22954,200.0,ATA_uncharged,100.0,0.0,17.66666666666667,50.0,0.7,0.95,100000.0
22955,200.0,TTT_charged,61.333333333333336,0.0,-5.666666666666664,50.0,0.7,0.95,100000.0
22956,200.0,TTT_uncharged,1688.6666666666667,0.0,5.6666666666667425,50.0,0.7,0.95,100000.0
22957,200.0,__cellularProtein_rbs,97.33333333333333,0.0,0.3333333333333286,50.0,0.7,0.95,100000.0
22958,200.0,free ribosome,42.666666666666664,0.0,0.6666666666666643,50.0,0.7,0.95,100000.0
22959,200.0,cellularProtein,17531.666666666668,4.573333333333333,3552.333333333334,50.0,0.7,0.95,100000.0
22967,200.0,ATA_charged,651.3333333333334,0.0,-12.666666666666629,100.0,0.7,0.95,100000.0
22968,200.0,ATA_uncharged,98.66666666666667,0.0,12.666666666666671,100.0,0.7,0.95,100000.0
22969,200.0,TTT_charged,131.0,0.0,-6.333333333333343,100.0,0.7,0.95,100000.0
22970,200.0,TTT_uncharged,1619.0,0.0,6.3333333333332575,100.0,0.7,0.95,100000.0
22971,200.0,__cellularProtein_rbs,98.66666666666667,0.0,2.333333333333343,100.0,0.7,0.95,100000.0
22972,200.0,free ribosome,89.0,0.0,11.333333333333329,100.0,0.7,0.95,100000.0
22973,200.0,cellularProtein,33850.666666666664,4.109999999999999,6825.999999999996,100.0,0.7,0.95,100000.0
22981,200.0,ATA_charged,681.3333333333334,0.0,9.666666666666742,250.0,0.7,0.95,100000.0
22982,200.0,ATA_uncharged,68.66666666666667,0.0,-9.666666666666657,250.0,0.7,0.95,100000.0
22983,200.0,TTT_charged,395.6666666666667,0.0,13.0,250.0,0.7,0.95,100000.0
22984,200.0,TTT_uncharged,1354.3333333333333,0.0,-13.0,250.0,0.7,0.95,100000.0
22985,200.0,__cellularProtein_rbs,98.33333333333333,0.0,0.0,250.0,0.7,0.95,100000.0
22986,200.0,free ribosome,179.0,0.0,-8.0,250.0,0.7,0.95,100000.0
22987,200.0,cellularProtein,72443.33333333333,3.2099999999999995,14529.999999999993,250.0,0.7,0.95,100000.0
22995,200.0,ATA_charged,693.0,0.0,-6.0,500.0,0.7,0.95,100000.0
22996,200.0,ATA_uncharged,57.0,0.0,6.0,500.0,0.7,0.95,100000.0
22997,200.0,TTT_charged,747.0,0.0,-15.666666666666629,500.0,0.7,0.95,100000.0
22998,200.0,TTT_uncharged,1003.0,0.0,15.666666666666629,500.0,0.7,0.95,100000.0
22999,200.0,__cellularProtein_rbs,99.66666666666667,0.0,2.333333333333343,500.0,0.7,0.95,100000.0
23000,200.0,free ribosome,265.0,0.0,-1.3333333333333144,500.0,0.7,0.95,100000.0
23001,200.0,cellularProtein,105907.66666666667,2.35,21212.333333333343,500.0,0.7,0.95,100000.0
23009,200.0,ATA_charged,716.6666666666666,0.0,0.6666666666666288,1000.0,0.7,0.95,100000.0
23010,200.0,ATA_uncharged,33.333333333333336,0.0,-0.6666666666666643,1000.0,0.7,0.95,100000.0
23011,200.0,TTT_charged,1182.6666666666667,0.0,45.66666666666674,1000.0,0.7,0.95,100000.0
23012,200.0,TTT_uncharged,567.3333333333334,0.0,-45.66666666666663,1000.0,0.7,0.95,100000.0
23013,200.0,__cellularProtein_rbs,99.33333333333333,0.0,2.3333333333333286,1000.0,0.7,0.95,100000.0
23014,200.0,free ribosome,311.6666666666667,0.0,12.666666666666686,1000.0,0.7,0.95,100000.0
23015,200.0,cellularProtein,126620.0,1.8833333333333335,25357.33333333333,1000.0,0.7,0.95,100000.0
23023,200.0,ATA_charged,742.0,0.0,-3.0,5000.0,0.7,0.95,100000.0
23024,200.0,ATA_uncharged,8.0,0.0,3.0,5000.0,0.7,0.95,100000.0
23025,200.0,TTT_charged,1613.6666666666667,0.0,3.333333333333485,5000.0,0.7,0.95,100000.0
23026,200.0,TTT_uncharged,136.33333333333334,0.0,-3.3333333333333144,5000.0,0.7,0.95,100000.0
23027,200.0,__cellularProtein_rbs,99.33333333333333,0.0,0.3333333333333286,5000.0,0.7,0.95,100000.0
23028,200.0,free ribosome,341.3333333333333,0.0,-6.666666666666686,5000.0,0.7,0.95,100000.0
23029,200.0,cellularProtein,141711.66666666666,1.5866666666666667,28429.666666666657,5000.0,0.7,0.95,100000.0
23037,200.0,ATA_charged,4.666666666666667,0.0,0.666666666666667,10.0,0.7,0.54,100000.0
23038,200.0,ATA_uncharged,745.3333333333334,0.0,-0.6666666666666288,10.0,0.7,0.54,100000.0
23039,200.0,TTT_charged,969.6666666666666,0.0,133.0,10.0,0.7,0.54,100000.0
23040,200.0,TTT_uncharged,780.3333333333334,0.0,-133.0,10.0,0.7,0.54,100000.0
23041,200.0,__cellularProtein_rbs,99.0,0.0,5.666666666666671,10.0,0.7,0.54,100000.0
23042,200.0,free ribosome,0.6666666666666666,0.0,-21.333333333333332,10.0,0.7,0.54,100000.0
23043,200.0,cellularProtein,3003.6666666666665,4.993333333333333,552.6666666666665,10.0,0.7,0.54,100000.0
23051,200.0,ATA_charged,29.0,0.0,2.666666666666668,50.0,0.7,0.54,100000.0
23052,200.0,ATA_uncharged,721.0,0.0,-2.6666666666666288,50.0,0.7,0.54,100000.0
23053,200.0,TTT_charged,920.3333333333334,0.0,35.66666666666674,50.0,0.7,0.54,100000.0
23054,200.0,TTT_uncharged,829.6666666666666,0.0,-35.66666666666674,50.0,0.7,0.54,100000.0
23055,200.0,__cellularProtein_rbs,95.0,0.0,0.3333333333333286,50.0,0.7,0.54,100000.0
23056,200.0,free ribosome,38.666666666666664,0.0,-5.333333333333336,50.0,0.7,0.54,100000.0
23057,200.0,cellularProtein,15475.333333333334,4.613333333333333,3140.333333333334,50.0,0.7,0.54,100000.0
23065,200.0,ATA_charged,58.0,0.0,0.3333333333333357,100.0,0.7,0.54,100000.0
23066,200.0,ATA_uncharged,692.0,0.0,-0.33333333333337123,100.0,0.7,0.54,100000.0
23067,200.0,TTT_charged,948.0,0.0,48.33333333333337,100.0,0.7,0.54,100000.0
23068,200.0,TTT_uncharged,802.0,0.0,-48.33333333333337,100.0,0.7,0.54,100000.0
23069,200.0,__cellularProtein_rbs,96.0,0.0,-0.3333333333333286,100.0,0.7,0.54,100000.0
23070,200.0,free ribosome,70.66666666666667,0.0,-3.666666666666657,100.0,0.7,0.54,100000.0
23071,200.0,cellularProtein,29827.666666666668,4.293333333333333,6015.666666666668,100.0,0.7,0.54,100000.0
23079,200.0,ATA_charged,172.33333333333334,0.0,9.666666666666686,250.0,0.7,0.54,100000.0
23080,200.0,ATA_uncharged,577.6666666666666,0.0,-9.666666666666742,250.0,0.7,0.54,100000.0
23081,200.0,TTT_charged,1092.0,0.0,38.66666666666674,250.0,0.7,0.54,100000.0
23082,200.0,TTT_uncharged,658.0,0.0,-38.66666666666663,250.0,0.7,0.54,100000.0
23083,200.0,__cellularProtein_rbs,98.0,0.0,0.3333333333333286,250.0,0.7,0.54,100000.0
23084,200.0,free ribosome,154.66666666666666,0.0,5.333333333333314,250.0,0.7,0.54,100000.0
23085,200.0,cellularProtein,62994.0,3.453333333333333,12642.333333333336,250.0,0.7,0.54,100000.0
23093,200.0,ATA_charged,342.0,0.0,10.666666666666686,500.0,0.7,0.54,100000.0
23094,200.0,ATA_uncharged,408.0,0.0,-10.666666666666686,500.0,0.7,0.54,100000.0
23095,200.0,TTT_charged,1261.3333333333333,0.0,5.666666666666515,500.0,0.7,0.54,100000.0
23096,200.0,TTT_uncharged,488.6666666666667,0.0,-5.666666666666629,500.0,0.7,0.54,100000.0
23097,200.0,__cellularProtein_rbs,98.33333333333333,0.0,0.3333333333333286,500.0,0.7,0.54,100000.0
23098,200.0,free ribosome,228.0,0.0,2.0,500.0,0.7,0.54,100000.0
23099,200.0,cellularProtein,90667.66666666667,2.72,18162.0,500.0,0.7,0.54,100000.0
23107,200.0,ATA_charged,506.6666666666667,0.0,0.0,1000.0,0.7,0.54,100000.0
23108,200.0,ATA_uncharged,243.33333333333334,0.0,0.0,1000.0,0.7,0.54,100000.0
23109,200.0,TTT_charged,1449.0,0.0,2.0,1000.0,0.7,0.54,100000.0
23110,200.0,TTT_uncharged,301.0,0.0,-2.0,1000.0,0.7,0.54,100000.0
23111,200.0,__cellularProtein_rbs,99.33333333333333,0.0,1.3333333333333286,1000.0,0.7,0.54,100000.0
23112,200.0,free ribosome,268.6666666666667,0.0,9.0,1000.0,0.7,0.54,100000.0
23113,200.0,cellularProtein,108267.0,2.3133333333333335,21705.66666666667,1000.0,0.7,0.54,100000.0
23121,200.0,ATA_charged,690.3333333333334,0.0,-7.3333333333332575,5000.0,0.7,0.54,100000.0
23122,200.0,ATA_uncharged,59.666666666666664,0.0,7.333333333333329,5000.0,0.7,0.54,100000.0
23123,200.0,TTT_charged,1678.3333333333333,0.0,-7.6666666666667425,5000.0,0.7,0.54,100000.0
23124,200.0,TTT_uncharged,71.66666666666667,0.0,7.666666666666671,5000.0,0.7,0.54,100000.0
23125,200.0,__cellularProtein_rbs,98.66666666666667,0.0,0.0,5000.0,0.7,0.54,100000.0
23126,200.0,free ribosome,304.0,0.0,15.0,5000.0,0.7,0.54,100000.0
23127,200.0,cellularProtein,122081.0,1.96,24447.0,5000.0,0.7,0.54,100000.0
23135,200.0,ATA_charged,7.0,0.0,2.0,10.0,0.7,0.64,100000.0
23136,200.0,ATA_uncharged,743.0,0.0,-2.0,10.0,0.7,0.64,100000.0
23137,200.0,TTT_charged,454.6666666666667,0.0,-80.99999999999994,10.0,0.7,0.64,100000.0
23138,200.0,TTT_uncharged,1295.3333333333333,0.0,81.0,10.0,0.7,0.64,100000.0
23139,200.0,__cellularProtein_rbs,96.33333333333333,0.0,-3.0,10.0,0.7,0.64,100000.0
23140,200.0,free ribosome,13.0,0.0,8.666666666666668,10.0,0.7,0.64,100000.0
23141,200.0,cellularProtein,3963.6666666666665,4.87,937.0,10.0,0.7,0.64,100000.0
23149,200.0,ATA_charged,29.0,0.0,0.33333333333333215,50.0,0.7,0.64,100000.0
23150,200.0,ATA_uncharged,721.0,0.0,-0.33333333333337123,50.0,0.7,0.64,100000.0
23151,200.0,TTT_charged,487.6666666666667,0.0,6.333333333333371,50.0,0.7,0.64,100000.0
23152,200.0,TTT_uncharged,1262.3333333333333,0.0,-6.333333333333485,50.0,0.7,0.64,100000.0
23153,200.0,__cellularProtein_rbs,94.33333333333333,0.0,-0.6666666666666714,50.0,0.7,0.64,100000.0
23154,200.0,free ribosome,48.666666666666664,0.0,5.0,50.0,0.7,0.64,100000.0
23155,200.0,cellularProtein,19769.0,4.513333333333333,4001.333333333334,50.0,0.7,0.64,100000.0
23163,200.0,ATA_charged,65.66666666666667,0.0,-2.3333333333333286,100.0,0.7,0.64,100000.0
23164,200.0,ATA_uncharged,684.3333333333334,0.0,2.3333333333333712,100.0,0.7,0.64,100000.0
23165,200.0,TTT_charged,582.3333333333334,0.0,50.66666666666674,100.0,0.7,0.64,100000.0
23166,200.0,TTT_uncharged,1167.6666666666667,0.0,-50.666666666666515,100.0,0.7,0.64,100000.0
23167,200.0,__cellularProtein_rbs,98.0,0.0,1.6666666666666714,100.0,0.7,0.64,100000.0
23168,200.0,free ribosome,96.33333333333333,0.0,9.0,100.0,0.7,0.64,100000.0
23169,200.0,cellularProtein,37584.333333333336,4.036666666666666,7560.666666666668,100.0,0.7,0.64,100000.0
23177,200.0,ATA_charged,193.66666666666666,0.0,-18.333333333333343,250.0,0.7,0.64,100000.0
23178,200.0,ATA_uncharged,556.3333333333334,0.0,18.33333333333337,250.0,0.7,0.64,100000.0
23179,200.0,TTT_charged,827.6666666666666,0.0,34.0,250.0,0.7,0.64,100000.0
23180,200.0,TTT_uncharged,922.3333333333334,0.0,-34.0,250.0,0.7,0.64,100000.0
23181,200.0,__cellularProtein_rbs,96.66666666666667,0.0,-0.6666666666666572,250.0,0.7,0.64,100000.0
23182,200.0,free ribosome,183.0,0.0,-8.666666666666657,250.0,0.7,0.64,100000.0
23183,200.0,cellularProtein,74608.33333333333,3.17,14972.333333333328,250.0,0.7,0.64,100000.0
23191,200.0,ATA_charged,396.6666666666667,0.0,9.333333333333371,500.0,0.7,0.64,100000.0
23192,200.0,ATA_uncharged,353.3333333333333,0.0,-9.333333333333371,500.0,0.7,0.64,100000.0
23193,200.0,TTT_charged,1125.3333333333333,0.0,12.333333333333258,500.0,0.7,0.64,100000.0
23194,200.0,TTT_uncharged,624.6666666666666,0.0,-12.333333333333371,500.0,0.7,0.64,100000.0
23195,200.0,__cellularProtein_rbs,99.66666666666667,0.0,1.6666666666666714,500.0,0.7,0.64,100000.0
23196,200.0,free ribosome,260.0,0.0,10.333333333333343,500.0,0.7,0.64,100000.0
23197,200.0,cellularProtein,100219.0,2.4,20074.66666666667,500.0,0.7,0.64,100000.0
